DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2003,9350,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2004,10050,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2005,11070,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2006,12230,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2007,13230,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2008,12590,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2009,10770,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2010,11060,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2011,11890,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2012,12320,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2013,12540,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2014,12960,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2015,13230,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2016,13620,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2017,14410,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2018,14920,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2019,15410,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2020,15280,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EE,2021,16490,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2000,17430,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2001,18050,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2002,18690,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2003,19730,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2004,20670,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2005,20740,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2006,21840,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2007,22500,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2008,22370,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2009,21350,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2010,20150,b
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2011,18130,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2012,16940,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2013,16630,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2014,16830,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2015,16900,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2016,16890,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2017,17110,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2018,17430,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2019,17780,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2020,16210,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EL,2021,17610,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2000,21460,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2001,22190,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2002,22430,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2003,22680,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2004,23020,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2005,23420,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2006,24000,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2007,24380,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2008,24200,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2009,23100,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2010,23040,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2011,22770,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2012,22080,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2013,21850,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2014,22220,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2015,23090,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2016,23780,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2017,24440,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2018,24890,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2019,25180,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2020,22210,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,ES,2021,23450,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2000,22460,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2001,22900,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2002,23100,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2003,23210,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2004,23710,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2005,24070,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2006,24820,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2007,25510,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2008,25590,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2009,24410,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2010,24900,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2011,25330,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2012,25110,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2013,25060,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2014,25430,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2015,25950,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2016,26410,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2017,27110,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2018,27620,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2019,28050,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2020,26440,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU27_2020,2021,27880,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2000,23000,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2001,23470,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2002,23710,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2003,23930,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2004,24430,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2005,24830,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2006,25570,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2007,26230,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2008,26250,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2009,25040,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2010,25520,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2011,25910,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2012,25750,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2013,25770,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2014,26180,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2015,26700,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2016,27140,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2017,27800,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2018,28270,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,EU28,2019,28680,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2000,30510,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2001,31230,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2002,31690,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2003,32250,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2004,33440,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2005,34250,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2006,35490,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2007,37210,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2008,37330,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2009,34150,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2010,35080,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2011,35810,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2012,35140,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2013,34660,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2014,34390,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2015,34460,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2016,35330,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2017,36380,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2018,36740,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2019,37150,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2020,36270,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FI,2021,37280,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2000,28930,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2001,29290,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2002,29410,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2003,29440,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2004,30050,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2005,30320,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2006,30850,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2007,31400,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2008,31310,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2009,30250,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2010,30690,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2011,31210,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2012,31160,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2013,31170,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2014,31320,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2015,31540,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2016,31770,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2017,32360,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2018,32800,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2019,33250,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2020,30550,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,FR,2021,32530,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2000,8260,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2001,8510,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2002,9000,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2003,9500,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2004,9890,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2005,10310,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2006,10810,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2007,11350,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2008,11580,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2009,10760,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2010,10650,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2011,10680,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2012,10460,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2013,10450,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2014,10460,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2015,10790,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2016,11270,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2017,11770,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2018,12220,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2019,12710,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2020,11680,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HR,2021,13530,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2000,7910,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2001,8250,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2002,8670,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2003,9050,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2004,9520,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2005,9950,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2006,10360,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2007,10410,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2008,10530,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2009,9850,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2010,9980,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2011,10190,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2012,10120,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2013,10330,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2014,10790,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2015,11220,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2016,11500,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2017,12020,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2018,12690,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2019,13310,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2020,12730,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,HU,2021,13690,p
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2000,33280,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2001,34510,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2002,35910,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2003,36390,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2004,38190,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2005,39480,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2006,40390,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2007,41270,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2008,38580,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2009,36270,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2010,36710,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2011,36860,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2012,36710,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2013,36940,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2014,39860,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2015,49110,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2016,49540,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2017,53400,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2018,57260,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2019,59560,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2020,62570,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IE,2021,70530,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2000,28570,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2001,29310,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2002,29220,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2003,29670,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2004,31620,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2005,33190,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2006,34310,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2007,36360,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2008,36230,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2009,33480,
ESTAT:SDG_08_10(1.0),08/12/22 23:00:00,A,CLV10_EUR_HAB,B1GQ,IS,2010,32650,
