DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2010-Q1,1955.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2010-Q2,2377.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2010-Q3,2297.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2010-Q4,2369.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2011-Q1,2126.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2011-Q2,2308.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2011-Q3,2313.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2011-Q4,2519.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2012-Q1,2145.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2012-Q2,2489.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2012-Q3,2432.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2012-Q4,2518.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2013-Q1,2229.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2013-Q2,2551.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2013-Q3,2322.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2013-Q4,2520.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2014-Q1,2244.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2014-Q2,2645.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2014-Q3,2495.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2014-Q4,2583.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2015-Q1,2273.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2015-Q2,2728.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2015-Q3,2579.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2015-Q4,2684.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2016-Q1,2407.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2016-Q2,2787.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2016-Q3,2675.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2016-Q4,2851.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2017-Q1,2586.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2017-Q2,3051.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2017-Q3,2898.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2017-Q4,3026.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2018-Q1,2827.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2018-Q2,3391.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2018-Q3,3248.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2018-Q4,3381.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2019-Q1,3084.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2019-Q2,3634.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2019-Q3,3542.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2019-Q4,3498.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2020-Q1,3118.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2020-Q2,3173.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2020-Q3,3421.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2020-Q4,3596.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2021-Q1,3301.3,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2021-Q2,4009.4,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2021-Q3,3834.1,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2021-Q4,4017.6,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2022-Q1,3888.8,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2022-Q2,4639.9,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2022-Q3,4633.8,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2022-Q4,4832.7,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2023-Q1,4486.0,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2023-Q2,5514.6,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AL,2023-Q3,5554.9,p
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2010-Q1,69190.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2010-Q2,73490.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2010-Q3,74453.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2010-Q4,78762.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2011-Q1,73518.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2011-Q2,77337.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2011-Q3,78092.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2011-Q4,81180.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2012-Q1,76233.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2012-Q2,79368.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2012-Q3,79558.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2012-Q4,83492.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2013-Q1,77118.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2013-Q2,80679.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2013-Q3,81143.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2013-Q4,84968.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2014-Q1,78975.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2014-Q2,83235.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2014-Q3,83365.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2014-Q4,87569.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2015-Q1,81812.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2015-Q2,85599.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2015-Q3,86296.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2015-Q4,90560.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2016-Q1,86018.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2016-Q2,89349.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2016-Q3,88843.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2016-Q4,93396.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2017-Q1,88273.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2017-Q2,91933.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2017-Q3,92062.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2017-Q4,97092.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2018-Q1,92929.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2018-Q2,95423.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2018-Q3,95349.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2018-Q4,101572.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2019-Q1,96263.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2019-Q2,98751.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2019-Q3,98826.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2019-Q4,103306.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2020-Q1,95161.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2020-Q2,88988.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2020-Q3,96909.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2020-Q4,99829.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2021-Q1,91821.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2021-Q2,100939.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2021-Q3,103676.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2021-Q4,108804.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2022-Q1,104435.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2022-Q2,112521.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2022-Q3,111992.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2022-Q4,118267.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2023-Q1,116219.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2023-Q2,120045.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,AT,2023-Q3,117896.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2010-Q1,2940.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2010-Q2,3239.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2010-Q3,3452.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2010-Q4,3336.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2011-Q1,3094.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2011-Q2,3322.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2011-Q3,3616.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2011-Q4,3378.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2012-Q1,2970.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2012-Q2,3294.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2012-Q3,3692.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2012-Q4,3450.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2013-Q1,3128.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2013-Q2,3389.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2013-Q3,3719.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2013-Q4,3454.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2014-Q1,3224.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2014-Q2,3376.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2014-Q3,3729.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2014-Q4,3657.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2015-Q1,3318.7,b
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2015-Q2,3633.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2015-Q3,4001.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2015-Q4,3837.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2016-Q1,3507.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2016-Q2,3768.8,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2016-Q3,4190.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2016-Q4,4007.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2017-Q1,3653.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2017-Q2,3955.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2017-Q3,4433.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2017-Q4,4218.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2018-Q1,3958.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2018-Q2,4275.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2018-Q3,4635.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2018-Q4,4485.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2019-Q1,4180.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2019-Q2,4518.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2019-Q3,4897.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2019-Q4,4700.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2020-Q1,4314.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2020-Q2,4171.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2020-Q3,4659.4,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2020-Q4,4610.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2021-Q1,4541.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2021-Q2,4841.7,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2021-Q3,5317.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2021-Q4,5314.5,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2022-Q1,5196.6,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2022-Q2,5780.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2022-Q3,6148.1,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2022-Q4,6199.2,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2023-Q1,5922.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2023-Q2,6199.3,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BA,2023-Q3,6453.9,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2010-Q1,86559.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2010-Q2,91498.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2010-Q3,88635.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2010-Q4,96448.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2011-Q1,90847.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2011-Q2,94533.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2011-Q3,91288.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2011-Q4,99300.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2012-Q1,93770.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2012-Q2,97361.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2012-Q3,93638.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2012-Q4,101406.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2013-Q1,94778.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2013-Q2,99134.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2013-Q3,95256.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2013-Q4,103712.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2014-Q1,97159.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2014-Q2,100995.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2014-Q3,98215.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2014-Q4,106635.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2015-Q1,100109.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2015-Q2,104882.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2015-Q3,101419.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2015-Q4,110292.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2016-Q1,102431.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2016-Q2,108919.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2016-Q3,104750.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2016-Q4,113985.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2017-Q1,107700.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2017-Q2,112517.0,
ESTAT:NAMQ_10_GDP(1.0),30/01/24 23:00:00,Q,CP_MEUR,NSA,B1GQ,BE,2017-Q3,107476.0,
